P	gene
0.2479	ENSG00000021645
0.4232	ENSG00000211448
0.0783	ENSG00000165417
0.6758	ENSG00000140022
0.0642	ENSG00000071537
0.6017	ENSG00000054983
0.4154	ENSG00000140030
0.9594	ENSG00000042317
0.5839	ENSG00000070778
0.817	ENSG00000100722
0.1286	ENSG00000278576
0.0859	ENSG00000165533
0.0824	ENSG00000258920
0.5975	ENSG00000140025
0.0628	ENSG00000042088
0.0203	ENSG00000152315
0.2696	ENSG00000100764
0.0479	ENSG00000119720
0.0884	ENSG00000198668
0.5072	ENSG00000165914
0.2984	ENSG00000100784
0.046	ENSG00000133943
0.5744	ENSG00000119714
0.0102	ENSG00000258875
0.5767	ENSG00000015133
0.4706	ENSG00000100796
0.0246	ENSG00000260711
0.0229	ENSG00000165929
0.0537	ENSG00000140092
0.6933	ENSG00000100815
0.2178	ENSG00000066427
0.0955	ENSG00000183648
0.0996	ENSG00000165934
0.0502	ENSG00000140090
0.5127	ENSG00000100599
0.2336	ENSG00000100600
0.5807	ENSG00000066455
0.8556	ENSG00000100605
0.691	ENSG00000165943
0.0004	ENSG00000170270
0.9461	ENSG00000012963
0.6275	ENSG00000011114
0.7538	ENSG00000175785
0.2115	ENSG00000100628
0.0356	ENSG00000258987
0.0001	ENSG00000175699
0.045	ENSG00000089737
0.0027	ENSG00000165948
0.1011	ENSG00000165949
0.6398	ENSG00000119632
0.8272	ENSG00000197249
0.3331	ENSG00000188488
0.0888	ENSG00000196136
0.0001	ENSG00000100697
0.6383	ENSG00000235706
0.2094	ENSG00000165959
0.5278	ENSG00000176438
0.4993	ENSG00000247092
0.664	ENSG00000182512
0.5062	ENSG00000168398
0.5964	ENSG00000100739
0.1562	ENSG00000066739
0.0001	ENSG00000100744
0.6728	ENSG00000090060
0.286	ENSG00000100749
0.1176	ENSG00000127152
0.5884	ENSG00000183576
0.9349	ENSG00000090061
0.6324	ENSG00000205476
0.9206	ENSG00000182218
0.0251	ENSG00000066629
0.8331	ENSG00000196405
0.699	ENSG00000100811
0.0073	ENSG00000197119
0.0011	ENSG00000140105
0.2884	ENSG00000176473
0.0169	ENSG00000183092
0.751	ENSG00000185559
0.0043	ENSG00000214548
0.7318	ENSG00000225746
0.739	ENSG00000223403
0.3401	ENSG00000258498
0.8981	ENSG00000078304
0.0451	ENSG00000271780
0.3356	ENSG00000272444
0.0001	ENSG00000197102
0.304	ENSG00000080824
0.3102	ENSG00000140153
0.2127	ENSG00000080823
0.0055	ENSG00000022976
0.0786	ENSG00000100865
0.1611	ENSG00000196663
0.9419	ENSG00000156381
0.4175	ENSG00000089902
0.2643	ENSG00000131323
0.1417	ENSG00000198752
0.0105	ENSG00000205436
0.0006	ENSG00000185215
0.6129	ENSG00000100664
0.0046	ENSG00000075413
0.0043	ENSG00000166165
0.2712	ENSG00000260285
0.8244	ENSG00000166166
0.7186	ENSG00000166170
0.9459	ENSG00000126214
0.0291	ENSG00000256053
0.8833	ENSG00000246451
0.333	ENSG00000270108
0.0005	ENSG00000269958
0.4867	ENSG00000126215
0.0094	ENSG00000100711
0.0381	ENSG00000088808
0.0248	ENSG00000156411
0.006	ENSG00000156414
0.6549	ENSG00000227729
0.3117	ENSG00000166183
0.0905	ENSG00000066735
0.0435	ENSG00000184601
0.0015	ENSG00000203485
0.6861	ENSG00000185100
0.0036	ENSG00000184990
0.9155	ENSG00000142208
0.7962	ENSG00000099814
0.1771	ENSG00000140104
0.1458	ENSG00000170779
0.1	ENSG00000183484
0.0876	ENSG00000184916
0.9085	ENSG00000183828
0.0112	ENSG00000185024
0.403	ENSG00000179364
0.1379	ENSG00000226174
0.5109	ENSG00000182979
0.5102	ENSG00000182809
0.0427	ENSG00000213145
0.798	ENSG00000185347
0.5045	ENSG00000184986
0.1991	ENSG00000211898
0.1122	ENSG00000211899
0.0316	ENSG00000211900
0.0267	ENSG00000242472
0.0313	ENSG00000211933
0.0043	ENSG00000211976
NA	ENSG00000119669
0.0923	ENSG00000275835
0.6314	ENSG00000273749
0.0879	ENSG00000140157
0.4805	ENSG00000170113
0.0156	ENSG00000182636
0.1378	ENSG00000128739
0.4897	ENSG00000214265
0.3138	ENSG00000224078
0.447	ENSG00000279192
0.0835	ENSG00000257151
0.0001	ENSG00000114062
0.014	ENSG00000206190
0.5643	ENSG00000235160
0.4917	ENSG00000166206
0.1681	ENSG00000128731
0.0261	ENSG00000104067
0.1383	ENSG00000185115
0.0091	ENSG00000034053
0.8991	ENSG00000198690
0.265	ENSG00000270015
0.2007	ENSG00000166912
0.6932	ENSG00000169926
0.0667	ENSG00000169918
0.0373	ENSG00000198826
0.4109	ENSG00000248905
0.9406	ENSG00000198838
0.6647	ENSG00000169857
0.0002	ENSG00000134153
0.2145	ENSG00000182405
0.5823	ENSG00000134152
0.0903	ENSG00000128463
0.6258	ENSG00000140199
0.0042	ENSG00000182117
0.2482	ENSG00000184507
0.4498	ENSG00000176454
0.59	ENSG00000159251
0.7146	ENSG00000021776
0.3158	ENSG00000198146
0.4198	ENSG00000134146
0.873	ENSG00000248079
0.2295	ENSG00000186073
0.7686	ENSG00000134138
0.6034	ENSG00000166068
0.2387	ENSG00000171262
0.1206	ENSG00000172575
0.2622	ENSG00000137801
0.7684	ENSG00000276107
0.2627	ENSG00000278621
0.2298	ENSG00000166073
0.5918	ENSG00000128829
0.2348	ENSG00000140319
0.0237	ENSG00000248508
0.7584	ENSG00000104081
0.0311	ENSG00000156970
0.2257	ENSG00000137843
0.8092	ENSG00000176753
0.7821	ENSG00000137841
0.1829	ENSG00000259330
0.8569	ENSG00000188549
0.0342	ENSG00000140323
0.4972	ENSG00000128944
0.0072	ENSG00000128928
0.0535	ENSG00000140320
0.8198	ENSG00000169105
0.0939	ENSG00000128891
0.3876	ENSG00000166133
0.0611	ENSG00000137812
0.8093	ENSG00000245849
0.3042	ENSG00000137824
0.2803	ENSG00000104129
0.2497	ENSG00000166140
0.2958	ENSG00000166145
0.052	ENSG00000104142
0.6929	ENSG00000128917
0.1047	ENSG00000128965
0.8471	ENSG00000128908
0.0262	ENSG00000187446
0.1671	ENSG00000247556
0.042	ENSG00000137804
0.0614	ENSG00000137806
0.3752	ENSG00000137815
0.0183	ENSG00000137825
0.5616	ENSG00000062524
0.3578	ENSG00000103932
0.498	ENSG00000092445
0.7006	ENSG00000174197
0.0017	ENSG00000137802
0.5599	ENSG00000103966
0.0462	ENSG00000168907
0.1901	ENSG00000166887
0.2194	ENSG00000103978
0.5329	ENSG00000214013
0.2281	ENSG00000092529
0.7814	ENSG00000258461
0.0183	ENSG00000103994
0.2122	ENSG00000092531
0.2625	ENSG00000180979
0.4852	ENSG00000137814
0.0311	ENSG00000159433
0.0406	ENSG00000140326
0.1217	ENSG00000128881
0.105	ENSG00000159459
0.599	ENSG00000166947
0.6192	ENSG00000137842
0.2833	ENSG00000166946
0.1531	ENSG00000168803
0.7283	ENSG00000140265
0.3336	ENSG00000137822
0.0185	ENSG00000067369
0.4824	ENSG00000166963
0.3481	ENSG00000167004
0.3344	ENSG00000128886
0.2032	ENSG00000140264
0.105	ENSG00000242028
0.8077	ENSG00000140259
0.0092	ENSG00000092470
0.9662	ENSG00000171877
0.002	ENSG00000166734
0.4658	ENSG00000137770
0.1538	ENSG00000104131
0.044	ENSG00000104133
0.1156	ENSG00000229474
0.2102	ENSG00000185880
0.6651	ENSG00000140279
0.4054	ENSG00000137857
0.0936	ENSG00000138606
0.1898	ENSG00000171766
0.3297	ENSG00000171763
0.0167	ENSG00000104154
0.8383	ENSG00000137767
0.017	ENSG00000137872
0.7356	ENSG00000104177
0.0004	ENSG00000128951
0.2311	ENSG00000166147
0.5261	ENSG00000103995
0.0653	ENSG00000185634
0.7324	ENSG00000255302
0.9775	ENSG00000138593
0.0018	ENSG00000166200
0.3281	ENSG00000156958
0.0125	ENSG00000166262
0.1236	ENSG00000140285
0.0299	ENSG00000104043
0.0654	ENSG00000140287
0.1416	ENSG00000104064
0.1007	ENSG00000244879
0.3285	ENSG00000138592
0.1118	ENSG00000092439
0.8237	ENSG00000138600
0.4468	ENSG00000081014
0.3471	ENSG00000183578
0.0236	ENSG00000186417
0.0046	ENSG00000104093
0.5575	ENSG00000104112
0.2854	ENSG00000140280
0.3215	ENSG00000128872
0.6784	ENSG00000138594
0.4619	ENSG00000259556
0.8136	ENSG00000166477
0.0299	ENSG00000069966
0.183	ENSG00000128833
0.2594	ENSG00000197535
0.0015	ENSG00000128989
0.4971	ENSG00000047346
0.0001	ENSG00000137876
0.1463	ENSG00000069974
0.8637	ENSG00000225973
0.8028	ENSG00000069943
0.0283	ENSG00000260916
0.6649	ENSG00000261652
0.5531	ENSG00000171016
0.0667	ENSG00000069869
0.6153	ENSG00000181827
0.4683	ENSG00000137871
0.7383	ENSG00000140262
0.0586	ENSG00000128849
0.3587	ENSG00000137878
0.4201	ENSG00000263155
0.0765	ENSG00000128918
0.898	ENSG00000103569
0.7003	ENSG00000137845
0.8761	ENSG00000137776
0.8387	ENSG00000157450
0.1876	ENSG00000157456
0.4346	ENSG00000157483
0.0239	ENSG00000157470
0.0001	ENSG00000140307
0.2309	ENSG00000140299
0.1475	ENSG00000182718
0.2245	ENSG00000128915
0.7297	ENSG00000069667
0.111	ENSG00000129003
0.7876	ENSG00000205502
0.0164	ENSG00000171914
0.0147	ENSG00000140416
0.6453	ENSG00000259498
0.6492	ENSG00000103642
0.0001	ENSG00000185088
0.3762	ENSG00000138613
0.3028	ENSG00000074410
0.861	ENSG00000140455
0.0618	ENSG00000197361
0.0054	ENSG00000103657
0.0963	ENSG00000035664
0.7012	ENSG00000166797
0.3857	ENSG00000028528
0.1836	ENSG00000157734
0.7622	ENSG00000166794
0.0762	ENSG00000169118
0.2784	ENSG00000103671
0.7946	ENSG00000180357
0.1259	ENSG00000180304
0.2403	ENSG00000166831
0.084	ENSG00000140451
0.1236	ENSG00000241839
0.1895	ENSG00000166839
0.0442	ENSG00000090487
0.1737	ENSG00000103707
0.2396	ENSG00000103710
0.278	ENSG00000234438
0.0039	ENSG00000246922
0.7948	ENSG00000090470
0.4173	ENSG00000166855
0.8698	ENSG00000138615
0.645	ENSG00000138617
0.6637	ENSG00000103742
0.9011	ENSG00000074603
0.2312	ENSG00000074696
0.0033	ENSG00000138614
0.3401	ENSG00000074621
0.8344	ENSG00000174485
0.0001	ENSG00000103769
0.1755	ENSG00000157890
0.0554	ENSG00000166938
0.0069	ENSG00000169032
0.8341	ENSG00000261351
0.209	ENSG00000174446
0.248	ENSG00000174444
0.006	ENSG00000174442
0.0051	ENSG00000137834
0.0722	ENSG00000166949
0.7099	ENSG00000103591
0.6307	ENSG00000259673
0.0001	ENSG00000189227
0.3432	ENSG00000137764
0.1966	ENSG00000033800
0.1693	ENSG00000169018
0.0387	ENSG00000137809
0.0001	ENSG00000103647
0.874	ENSG00000140350
0.0076	ENSG00000258484
0.8762	ENSG00000138604
0.6628	ENSG00000137819
0.0594	ENSG00000137807
0.4024	ENSG00000137818
0.0967	ENSG00000140332
0.1294	ENSG00000137831
0.5975	ENSG00000166173
0.0001	ENSG00000137821
0.2653	ENSG00000129028
0.6116	ENSG00000187720
0.0075	ENSG00000066933
0.7012	ENSG00000166192
0.7436	ENSG00000067225
0.9678	ENSG00000137817
0.1102	ENSG00000140488
0.7065	ENSG00000213614
0.8578	ENSG00000166233
0.8102	ENSG00000140463
0.1598	ENSG00000159322
0.3875	ENSG00000067141
0.3143	ENSG00000138622
0.1585	ENSG00000156642
0.0001	ENSG00000281183
0.0074	ENSG00000103855
0.4677	ENSG00000205363
0.5958	ENSG00000261801
0.8611	ENSG00000129038
0.455	ENSG00000067221
0.3242	ENSG00000140464
0.7698	ENSG00000167178
0.531	ENSG00000129009
0.6151	ENSG00000138623
0.0343	ENSG00000138629
0.9242	ENSG00000179335
0.6425	ENSG00000179151
0.0503	ENSG00000140465
0.4875	ENSG00000103653
0.0005	ENSG00000140506
0.0002	ENSG00000261606
0.002	ENSG00000213578
0.0078	ENSG00000140474
0.5633	ENSG00000140497
0.9266	ENSG00000178802
0.6047	ENSG00000178761
0.7623	ENSG00000178741
0.0098	ENSG00000178718
0.59	ENSG00000198794
0.1149	ENSG00000138621
0.0001	ENSG00000260152
0.0909	ENSG00000167173
0.2138	ENSG00000140365
0.0732	ENSG00000140398
0.014	ENSG00000140400
0.3389	ENSG00000169375
0.8874	ENSG00000169410
0.9102	ENSG00000169371
0.9781	ENSG00000177971
0.1359	ENSG00000173548
0.8297	ENSG00000173546
0.6313	ENSG00000203392
0.0001	ENSG00000140367
0.4409	ENSG00000167196
0.0044	ENSG00000169758
0.2289	ENSG00000140374
0.0481	ENSG00000140386
0.0109	ENSG00000117906
0.3819	ENSG00000140368
0.0432	ENSG00000140391
0.0001	ENSG00000173517
0.3439	ENSG00000140382
0.2708	ENSG00000169783
0.202	ENSG00000167202
0.0009	ENSG00000136425
0.7345	ENSG00000166411
0.7516	ENSG00000140403
0.3862	ENSG00000140395
0.5572	ENSG00000166426
0.4408	ENSG00000136381
0.6525	ENSG00000188266
0.0116	ENSG00000041357
0.5415	ENSG00000169684
0.4391	ENSG00000080644
0.5144	ENSG00000136378
0.0001	ENSG00000185787
0.471	ENSG00000103811
0.8755	ENSG00000166557
0.0143	ENSG00000136371
0.0193	ENSG00000180953
0.8623	ENSG00000140379
0.2609	ENSG00000086666
0.9276	ENSG00000103876
0.5918	ENSG00000259417
0.8405	ENSG00000172379
0.1327	ENSG00000136379
0.5606	ENSG00000103888
0.6378	ENSG00000117899
0.4718	ENSG00000140406
0.0291	ENSG00000172349
0.3198	ENSG00000183496
0.4005	ENSG00000140598
0.0298	ENSG00000182774
0.6532	ENSG00000214575
0.5843	ENSG00000186628
0.4974	ENSG00000156232
0.1173	ENSG00000103942
0.417	ENSG00000169612
0.1179	ENSG00000169609
0.7502	ENSG00000064726
0.3341	ENSG00000136404
0.0016	ENSG00000166503
0.0072	ENSG00000169594
0.0963	ENSG00000140600
0.8261	ENSG00000156218
0.4261	ENSG00000176371
0.1078	ENSG00000176700
0.9666	ENSG00000177082
0.7237	ENSG00000197696
0.3448	ENSG00000140612
0.6045	ENSG00000166716
0.7976	ENSG00000136383
0.2024	ENSG00000073417
0.0735	ENSG00000170776
0.2125	ENSG00000183655
0.1987	ENSG00000140538
0.3627	ENSG00000259494
0.0212	ENSG00000181991
0.7896	ENSG00000140543
0.77	ENSG00000181026
0.0126	ENSG00000172183
0.0266	ENSG00000140511
0.0978	ENSG00000140545
0.0443	ENSG00000140526
0.0005	ENSG00000140525
0.4579	ENSG00000140521
0.2403	ENSG00000261441
0.3745	ENSG00000140519
0.5164	ENSG00000166813
0.2426	ENSG00000166819
0.023	ENSG00000166821
0.1363	ENSG00000166823
0.5348	ENSG00000157823
0.9402	ENSG00000242498
0.5794	ENSG00000140548
0.0973	ENSG00000259291
0.0088	ENSG00000182054
0.1412	ENSG00000185033
0.2004	ENSG00000185043
0.1632	ENSG00000182768
0.1128	ENSG00000196391
0.0733	ENSG00000140575
0.0699	ENSG00000140577
0.0051	ENSG00000197299
0.629	ENSG00000140564
0.0981	ENSG00000182511
0.3786	ENSG00000196547
0.2961	ENSG00000184508
0.264	ENSG00000140553
0.001	ENSG00000166965
0.0561	ENSG00000198901
0.1264	ENSG00000184056
0.0404	ENSG00000185518
0.4352	ENSG00000176463
0.8458	ENSG00000140557
0.0003	ENSG00000258676
0.5627	ENSG00000260337
0.278	ENSG00000185442
0.5077	ENSG00000272888
0.3991	ENSG00000173575
0.0514	ENSG00000182175
0.4413	ENSG00000140563
0.9951	ENSG00000248441
0.2225	ENSG00000280304
0.0787	ENSG00000259134
0.0752	ENSG00000185551
0.1348	ENSG00000140450
0.2167	ENSG00000140443
0.7375	ENSG00000182253
0.2866	ENSG00000103852
0.0155	ENSG00000168904
0.4522	ENSG00000068305
0.2236	ENSG00000183060
0.0825	ENSG00000140471
0.5202	ENSG00000184254
0.367	ENSG00000154237
0.0647	ENSG00000131873
0.0017	ENSG00000131871
0.1796	ENSG00000131876
0.9445	ENSG00000140479
0.3738	ENSG00000184277
0.8625	ENSG00000185418
NA	ENSG00000166710
0.9146	ENSG00000161981
0.3913	ENSG00000007384
0.0066	ENSG00000103152
0.3575	ENSG00000103148
0.0803	ENSG00000007392
0.2276	ENSG00000167930
0.0184	ENSG00000242173
0.158	ENSG00000076344
0.1899	ENSG00000103126
0.666	ENSG00000086504
0.1317	ENSG00000129925
0.2129	ENSG00000103202
0.0169	ENSG00000242612
0.1836	ENSG00000090565
0.5679	ENSG00000103326
0.0101	ENSG00000130731
0.0373	ENSG00000172366
0.3903	ENSG00000161996
0.6118	ENSG00000140983
0.0017	ENSG00000103269
0.6616	ENSG00000103266
0.3198	ENSG00000161999
0.5791	ENSG00000127580
0.0035	ENSG00000127585
0.0118	ENSG00000103260
0.0067	ENSG00000103254
0.4232	ENSG00000162004
0.8944	ENSG00000103253
0.9613	ENSG00000103245
0.3412	ENSG00000007376
0.0596	ENSG00000127586
0.3522	ENSG00000103227
0.1328	ENSG00000260807
0.0354	ENSG00000005513
0.0189	ENSG00000261713
0.2081	ENSG00000162009
0.5486	ENSG00000196557
0.001	ENSG00000103275
0.3285	ENSG00000261505
0.1898	ENSG00000007516
0.0001	ENSG00000007520
0.5541	ENSG00000090581
0.7841	ENSG00000059145
0.0279	ENSG00000174109
0.0105	ENSG00000197599
0.9108	ENSG00000103249
0.0105	ENSG00000100726
0.0035	ENSG00000187535
0.0875	ENSG00000131634
0.5573	ENSG00000007545
0.6572	ENSG00000206053
0.0723	ENSG00000138834
0.7532	ENSG00000275092
0.0144	ENSG00000103024
0.0031	ENSG00000074071
0.5906	ENSG00000197774
0.526	ENSG00000162032
0.0659	ENSG00000095906
0.7079	ENSG00000063854
0.0869	ENSG00000180185
0.0848	ENSG00000162039
0.1271	ENSG00000198736
0.0011	ENSG00000140986
0.3931	ENSG00000140990
0.0244	ENSG00000140988
0.0041	ENSG00000255198
0.3617	ENSG00000183751
0.0242	ENSG00000127554
0.5063	ENSG00000167962
0.0084	ENSG00000065054
0.3607	ENSG00000065057
0.0527	ENSG00000103197
0.0022	ENSG00000167964
0.5247	ENSG00000260260
0.2776	ENSG00000131653
0.0121	ENSG00000167971
0.6689	ENSG00000167965
0.6084	ENSG00000182685
0.8653	ENSG00000184207
0.1167	ENSG00000167967
0.1875	ENSG00000167968
0.7859	ENSG00000167969
0.1462	ENSG00000261663
0.173	ENSG00000205937
0.0279	ENSG00000167972
0.1821	ENSG00000162063
0.4625	ENSG00000260095
0.4121	ENSG00000162065
0.1083	ENSG00000185883
0.2714	ENSG00000162066
0.0674	ENSG00000140992
0.0077	ENSG00000162076
0.4183	ENSG00000059122
0.0004	ENSG00000127564
0.5277	ENSG00000162073
0.7932	ENSG00000281005
0.1497	ENSG00000006194
0.0001	ENSG00000140993
0.0239	ENSG00000162086
0.1816	ENSG00000103343
0.6247	ENSG00000167981
0.2204	ENSG00000122390
0.6663	ENSG00000103351
0.7947	ENSG00000167984
0.6259	ENSG00000188827
0.1471	ENSG00000213918
0.0146	ENSG00000126602
0.6489	ENSG00000005339
0.1063	ENSG00000162104
0.2938	ENSG00000185739
0.6264	ENSG00000090447
0.3232	ENSG00000126603
0.0001	ENSG00000217930
0.2108	ENSG00000262246
0.0492	ENSG00000103423
0.0025	ENSG00000153406
0.6231	ENSG00000103415
0.1519	ENSG00000089486
0.4714	ENSG00000153443
0.0012	ENSG00000102858
0.4935	ENSG00000168101
0.1273	ENSG00000168096
0.0437	ENSG00000103199
0.0114	ENSG00000067836
0.1406	ENSG00000140632
0.2443	ENSG00000118900
0.0222	ENSG00000118898
0.7366	ENSG00000103184
0.0152	ENSG00000103174
0.6879	ENSG00000153446
0.0371	ENSG00000033011
0.3525	ENSG00000078328
0.4313	ENSG00000067365
0.0001	ENSG00000183044
0.2702	ENSG00000184857
0.0684	ENSG00000140650
0.0589	ENSG00000260276
0.6779	ENSG00000153048
0.0001	ENSG00000187555
0.2345	ENSG00000182831
0.0038	ENSG00000166669
0.8419	ENSG00000213853
0.0924	ENSG00000103274
0.0838	ENSG00000179583
0.0291	ENSG00000280153
0.0004	ENSG00000262222
0.0039	ENSG00000038532
0.3782	ENSG00000185338
0.3266	ENSG00000122304
0.0004	ENSG00000188897
0.975	ENSG00000189067
0.8029	ENSG00000184602
0.555	ENSG00000153066
0.5843	ENSG00000122299
0.2125	ENSG00000171490
0.8222	ENSG00000103342
0.0003	ENSG00000260318
0.5795	ENSG00000048471
0.0472	ENSG00000103381
0.556	ENSG00000175595
0.5374	ENSG00000186260
0.8768	ENSG00000276564
0.088	ENSG00000262454
0.2957	ENSG00000103429
0.0001	ENSG00000166780
0.6884	ENSG00000166783
0.5539	ENSG00000072864
0.641	ENSG00000280206
0.9218	ENSG00000133392
0.0021	ENSG00000133393
0.2809	ENSG00000103222
0.0179	ENSG00000134419
0.6414	ENSG00000170540
0.015	ENSG00000157106
0.4682	ENSG00000170537
0.2812	ENSG00000167186
0.7248	ENSG00000205730
0.8369	ENSG00000103528
0.8908	ENSG00000006007
0.4169	ENSG00000103540
0.8059	ENSG00000103544
0.2191	ENSG00000103550
0.0986	ENSG00000174628
0.1481	ENSG00000167191
0.4877	ENSG00000169347
0.484	ENSG00000183549
0.6759	ENSG00000005187
0.4298	ENSG00000066654
0.093	ENSG00000196678
0.2175	ENSG00000005189
0.2823	ENSG00000188215
0.2956	ENSG00000102897
0.0004	ENSG00000158486
0.4325	ENSG00000011638
0.0003	ENSG00000103316
0.0001	ENSG00000197006
0.5519	ENSG00000140749
0.2321	ENSG00000140740
0.6639	ENSG00000185716
0.0006	ENSG00000175267
0.114	ENSG00000103319
0.1876	ENSG00000058600
0.2368	ENSG00000140743
0.0006	ENSG00000257122
0.0133	ENSG00000103404
0.4638	ENSG00000168434
0.0014	ENSG00000103365
0.6994	ENSG00000103356
0.2877	ENSG00000103353
0.638	ENSG00000004779
0.093	ENSG00000083093
0.4013	ENSG00000166847
0.7337	ENSG00000166851
0.0047	ENSG00000166501
0.3046	ENSG00000122257
0.4602	ENSG00000090905
0.0767	ENSG00000140750
0.3812	ENSG00000275494
0.552	ENSG00000205629
0.5922	ENSG00000155592
0.8819	ENSG00000274925
0.4026	ENSG00000155666
0.7605	ENSG00000169189
0.8806	ENSG00000077238
0.2304	ENSG00000103522
0.0923	ENSG00000077235
0.2602	ENSG00000047578
0.3366	ENSG00000169181
0.874	ENSG00000169180
0.3308	ENSG00000283662
0.0006	ENSG00000246465
0.6589	ENSG00000176953
0.0283	ENSG00000169682
0.0082	ENSG00000213658
0.2662	ENSG00000176046
0.7339	ENSG00000176476
0.8244	ENSG00000168488
0.0424	ENSG00000178952
0.2505	ENSG00000178188
0.0003	ENSG00000196296
0.0333	ENSG00000177455
0.2303	ENSG00000079616
0.2704	ENSG00000103495
0.0112	ENSG00000238045
0.0541	ENSG00000167371
0.019	ENSG00000280789
0.6443	ENSG00000013364
0.6001	ENSG00000103502
0.114	ENSG00000174938
0.1847	ENSG00000174943
0.4777	ENSG00000279789
0.7913	ENSG00000149932
0.2152	ENSG00000149930
0.5592	ENSG00000149929
0.0918	ENSG00000169592
0.1412	ENSG00000149925
0.2954	ENSG00000149923
0.6756	ENSG00000090238
0.0073	ENSG00000102886
0.8154	ENSG00000102882
0.0257	ENSG00000102879
0.1116	ENSG00000169217
0.9908	ENSG00000169221
0.0064	ENSG00000180035
0.0412	ENSG00000180096
0.0007	ENSG00000179965
0.1051	ENSG00000179958
0.1316	ENSG00000179918
0.0136	ENSG00000005844
0.632	ENSG00000169957
0.3715	ENSG00000278922
0.3992	ENSG00000169955
0.6102	ENSG00000169951
0.3034	ENSG00000229809
0.4496	ENSG00000197162
0.0223	ENSG00000156853
0.0852	ENSG00000156858
0.8424	ENSG00000156860
0.0001	ENSG00000080603
0.3434	ENSG00000281991
0.5012	ENSG00000156873
0.1406	ENSG00000196118
0.2026	ENSG00000103549
0.5182	ENSG00000102870
0.0002	ENSG00000099385
0.2462	ENSG00000150281
0.2741	ENSG00000099364
0.0099	ENSG00000175938
0.0376	ENSG00000099381
0.8509	ENSG00000099377
0.0443	ENSG00000099365
0.6144	ENSG00000103496
0.5062	ENSG00000167394
0.1613	ENSG00000167395
0.1592	ENSG00000151006
0.5045	ENSG00000167397
0.1812	ENSG00000103507
0.9533	ENSG00000103510
0.5641	ENSG00000278133
0.0274	ENSG00000089280
0.5535	ENSG00000103490
0.7726	ENSG00000177238
0.6471	ENSG00000169896
0.9934	ENSG00000140678
0.0688	ENSG00000156886
0.7943	ENSG00000156885
0.9086	ENSG00000176723
0.5029	ENSG00000260267
0.3193	ENSG00000140691
0.7999	ENSG00000140682
0.0747	ENSG00000140688
0.0051	ENSG00000131797
0.823	ENSG00000197302
0.7301	ENSG00000185947
0.6707	ENSG00000171241
0.0083	ENSG00000069329
0.0097	ENSG00000091651
0.3415	ENSG00000140795
0.9745	ENSG00000155330
0.0226	ENSG00000166123
0.0356	ENSG00000069345
0.202	ENSG00000171208
0.0275	ENSG00000129636
0.1063	ENSG00000102893
0.5226	ENSG00000102910
0.0129	ENSG00000196470
0.7988	ENSG00000102921
0.1657	ENSG00000102924
0.1786	ENSG00000102935
0.4915	ENSG00000205423
0.4227	ENSG00000155393
0.6451	ENSG00000121274
0.0776	ENSG00000121281
0.7176	ENSG00000166164
0.4071	ENSG00000140807
0.0538	ENSG00000167208
0.177	ENSG00000167207
0.2929	ENSG00000083799
0.0008	ENSG00000277639
0.0623	ENSG00000177200
0.8768	ENSG00000103479
0.0879	ENSG00000279722
0.2458	ENSG00000166971
0.7776	ENSG00000103494
0.0459	ENSG00000140718
0.0259	ENSG00000177508
0.9058	ENSG00000245694
0.9544	ENSG00000176842
0.2113	ENSG00000283423
0.8479	ENSG00000159387
0.4135	ENSG00000087245
0.182	ENSG00000087253
0.1779	ENSG00000198848
0.0152	ENSG00000246379
0.1234	ENSG00000087258
0.3428	ENSG00000159461
0.0187	ENSG00000167005
0.0556	ENSG00000087263
0.7178	ENSG00000125124
0.1299	ENSG00000087250
0.3954	ENSG00000125148
0.1324	ENSG00000260549
0.2804	ENSG00000169715
0.0849	ENSG00000205362
0.8657	ENSG00000198417
0.026	ENSG00000125144
0.4386	ENSG00000205358
0.0036	ENSG00000187193
0.1506	ENSG00000102900
0.0044	ENSG00000051108
0.3538	ENSG00000087237
0.0157	ENSG00000140853
0.3338	ENSG00000140848
0.5439	ENSG00000172775
